0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,5,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,4,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,1,0,0,0,4,1,4,0,0,1,1,1,0,0,10,7,27,22,3,1,2,7,7,0,1,0,0,0,0,27,19,1,0,1,1,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,0,0,2,2,3,1,0,24,23,2,0,0,0,1,1,3,3,1,0,1,0,1,0,0,0,2,0,3,1,2,0,1
0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,1,0,0,0,4,1,4,0,0,1,1,1,0,0,10,7,27,22,5,4,4,7,7,0,1,0,0,0,1,27,19,1,0,1,1,1,0,0,1,1,6,6,7,8,8,2,1,0,0,0,2,0,0,2,2,3,1,0,24,23,2,0,0,0,1,1,3,3,1,0,1,1,1,0,0,1,2,0,9,5,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,2,4,0,0,3,0,1,0,0,2,4,2,3,0,0,1,3,1,0,1,0,0,0,0,2,5,0,0,0,1,0,0,1,0,1,0,0,1,1,0,3,1,2,1,0,1,1,0,0,1,0,5,1,4,4,4,2,1,0,0,0,0,0,0,1,1,1,2,1,3,0,0,2,3,2,3,0,2
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,2,4,0,0,3,0,1,0,0,2,4,2,3,2,3,3,3,1,0,1,0,0,0,1,2,5,0,0,0,1,0,0,1,1,2,6,5,8,7,8,3,1,2,1,0,1,1,0,0,1,0,5,1,4,4,4,2,1,0,0,0,0,0,0,1,1,2,2,1,3,1,0,2,9,6,8,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
